code,name,final_date,group_code,group_name,period
10401,First time entrants to the youth justice system,31-12-2010,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2014,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2014,130,wider-determinants,1Y
10401,First time entrants to the youth justice system,31-12-2016,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2015,19,public_health,1Y
10401,First time entrants to the youth justice system,31-12-2015,130,wider-determinants,1Y
10401,First time entrants to the youth justice system,31-12-2021,130,wider-determinants,1Y
10401,First time entrants to the youth justice system,31-12-2020,45,sexualhealth,1Y
10401,First time entrants to the youth justice system,31-12-2018,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2016,45,sexualhealth,1Y
10401,First time entrants to the youth justice system,31-12-2012,45,sexualhealth,1Y
10401,First time entrants to the youth justice system,31-12-2017,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2020,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2015,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2014,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2017,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2012,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2011,130,wider-determinants,1Y
10401,First time entrants to the youth justice system,31-12-2020,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2010,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2015,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2012,130,wider-determinants,1Y
10401,First time entrants to the youth justice system,31-12-2020,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2015,45,sexualhealth,1Y
10401,First time entrants to the youth justice system,31-12-2021,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2019,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2011,45,sexualhealth,1Y
10401,First time entrants to the youth justice system,31-12-2017,19,public_health,1Y
10401,First time entrants to the youth justice system,31-12-2013,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2013,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2018,19,public_health,1Y
10401,First time entrants to the youth justice system,31-12-2012,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2019,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2018,133,child_young_mentalhealth,1Y
10401,First time entrants to the youth justice system,31-12-2011,98,mentalhealth_jsna,1Y
10401,First time entrants to the youth justice system,31-12-2011,105,child-health-profiles,1Y
10401,First time entrants to the youth justice system,31-12-2011,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2013,106,crisis-care,1Y
10401,First time entrants to the youth justice system,31-12-2021,45,sexualhealth,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2015,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2013,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2016,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2013,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2021,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2014,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2014,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2017,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2015,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2016,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2020,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2018,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2012,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2017,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2021,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2018,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2020,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2019,19,public_health,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2019,130,wider-determinants,1Y
10601,Adults with a learning disability who live in stable and appropriate accommodation,31-12-2012,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2015,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2015,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2012,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2017,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2014,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2016,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2021,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2019,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2020,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2015,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2017,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2020,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2012,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2016,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2021,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2012,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2021,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2019,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2013,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2014,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2020,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2019,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2014,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2013,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2018,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2018,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2018,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2020,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2021,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2015,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2012,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2019,19,public_health,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2018,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2017,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2017,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2013,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2016,41,severe-mental-illness,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2014,130,wider-determinants,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2016,98,mentalhealth_jsna,1Y
10602,Adults in contact with secondary mental health services who live in stable and appropriate accommodation,31-12-2013,41,severe-mental-illness,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2019,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2015,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2017,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2020,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2016,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2021,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2017,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2014,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2012,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2016,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2018,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2012,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2018,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2021,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2012,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2018,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2013,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2019,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2016,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2015,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2015,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2014,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2019,130,wider-determinants,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2020,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2014,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2017,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2021,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2020,26,health-profiles,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2013,19,public_health,1Y
11201,Violent crime - hospital admissions for violence (including sexual violence),31-12-2013,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2011,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2022,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2015,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2014,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,79,drugsandmentalhealth,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2018,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2020,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,19,public_health,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2012,130,wider-determinants,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2017,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2019,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,98,mentalhealth_jsna,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2016,106,crisis-care,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2013,41,severe-mental-illness,1Y
11202,"Violent crime - violence offences per 1,000 population",31-12-2021,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2011,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2016,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2013,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2019,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2015,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2012,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2020,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2014,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2014,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2011,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2012,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2016,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2019,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2020,19,public_health,1Y
11401,The rate of complaints about noise,31-12-2013,130,wider-determinants,1Y
11401,The rate of complaints about noise,31-12-2015,130,wider-determinants,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2010,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2009,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2009,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2010,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2010,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2013,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2011,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2014,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2009,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2017,79,drugsandmentalhealth,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2010,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2010,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2009,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2015,102,perinatal-mental-health,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,40,common-mental-disorders,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2018,41,severe-mental-illness,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,106,crisis-care,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2009,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2012,98,mentalhealth_jsna,1Y
11501,"Statutory homelessness: rate per 1,000 households",31-12-2016,41,severe-mental-illness,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2018,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2015,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2018,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2015,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2012,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2011,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2016,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2016,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2013,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2013,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2012,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2014,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2017,98,mentalhealth_jsna,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2017,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2014,91,suicide,1Y
11502,Statutory homelessness - households in temporary accommodation,31-12-2011,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2014,146,healthy-ageing,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,99,physical-activity,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2012,40,common-mental-disorders,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,146,healthy-ageing,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2012,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,19,public_health,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,130,wider-determinants,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2012,130,wider-determinants,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2014,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,40,common-mental-disorders,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,40,common-mental-disorders,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2014,19,public_health,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,99,physical-activity,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,146,healthy-ageing,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,99,physical-activity,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2012,99,physical-activity,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,40,common-mental-disorders,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,19,public_health,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,130,wider-determinants,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2013,98,mentalhealth_jsna,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2015,19,public_health,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2014,40,common-mental-disorders,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,130,wider-determinants,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2012,19,public_health,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2016,146,healthy-ageing,1Y
11601,Utilisation of outdoor space for exercise/health reasons,31-12-2014,99,physical-activity,1Y
