indicator_id,indicator_name,definition_short,final_year,profile_id,profile_name
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2012,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2016,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2008,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2015,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2017,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2012,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2014,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2009,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2008,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2008,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2022,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2016,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2010,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2021,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2007,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2022,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2011,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2018,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2020,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2017,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2019,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2013,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2017,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2017,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2014,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2020,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2018,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2022,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2014,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2009,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2007,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2013,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2010,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2013,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2018,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2010,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2015,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2015,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2019,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2014,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2009,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2012,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2007,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2013,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2020,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2015,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2018,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2016,105,child-health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2016,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2007,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2011,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2011,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2010,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2021,26,health-profiles
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2021,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2020,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2009,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2011,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2008,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2019,141,public-health-dashboard
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2019,32,child-measurement
90323,Year 6: Prevalence of obesity (including severe obesity),Year 6: Prevalence of obesity (including severe obesity),2012,105,child-health-profiles
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2006,19,public_health
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2016,19,public_health
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2016,130,wider-determinants
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2006,130,wider-determinants
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2011,130,wider-determinants
90357,"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime","The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime",2011,19,public_health
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2011,19,public_health
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2011,130,wider-determinants
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2016,19,public_health
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2006,130,wider-determinants
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2006,19,public_health
90358,"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time","The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time",2016,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2010,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2005,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2015,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2002,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2018,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2010,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2013,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2017,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2017,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2002,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2012,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2003,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2002,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2019,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2007,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2014,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2011,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2006,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2011,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2020,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2018,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2012,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2005,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2019,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2009,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2020,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2020,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2016,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2017,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2008,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2012,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2002,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2009,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2007,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2013,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2008,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2008,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2004,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2016,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2011,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2014,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2004,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2016,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2004,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2019,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2011,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2015,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2014,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2018,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2013,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2012,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2003,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2016,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2006,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2003,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2005,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2009,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2007,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2018,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2020,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2008,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2009,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2017,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2010,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2010,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2007,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2005,19,public_health
90360,Excess winter deaths index,Excess winter deaths index,2004,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2015,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2015,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2019,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2006,130,wider-determinants
90360,Excess winter deaths index,Excess winter deaths index,2013,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2003,29,lung-conditions
90360,Excess winter deaths index,Excess winter deaths index,2014,26,health-profiles
90360,Excess winter deaths index,Excess winter deaths index,2006,26,health-profiles
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2005,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2002,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2007,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2013,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2011,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2010,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2018,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2013,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2020,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2004,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2019,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2019,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2016,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2011,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2005,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2014,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2003,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2015,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2002,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2006,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2003,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2018,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2014,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2017,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2008,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2015,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2008,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2009,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2006,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2010,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2012,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2016,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2009,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2017,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2007,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2012,146,healthy-ageing
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2004,19,public_health
90361,Excess winter deaths index (age 85+),Excess winter deaths index (age 85+),2020,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2013,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2012,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,130,wider-determinants
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2017,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2014,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,19,public_health
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,105,child-health-profiles
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2019,98,mentalhealth_jsna
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2015,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2018,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2020,99,physical-activity
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2016,146,healthy-ageing
90362,Healthy life expectancy at birth,Healthy life expectancy at birth,2011,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2013,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2007,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2014,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2018,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2007,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2014,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2010,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2003,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2016,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2010,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2010,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2004,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2014,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2015,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2017,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2008,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2013,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2019,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2016,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2005,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2004,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2018,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2005,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2020,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2015,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2015,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2013,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2002,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2008,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2006,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2011,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2017,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2012,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2019,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2007,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2020,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2012,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2006,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2011,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2018,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2015,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2017,130,wider-determinants
90366,Life expectancy at birth,Life expectancy at birth,2020,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2016,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2005,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2008,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2003,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2016,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2004,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2004,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2004,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2013,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2001,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2014,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2011,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2020,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2009,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2004,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2017,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2011,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2012,146,healthy-ageing
90366,Life expectancy at birth,Life expectancy at birth,2003,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2008,26,health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2015,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2012,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2009,99,physical-activity
90366,Life expectancy at birth,Life expectancy at birth,2014,98,mentalhealth_jsna
90366,Life expectancy at birth,Life expectancy at birth,2002,19,public_health
90366,Life expectancy at birth,Life expectancy at birth,2009,105,child-health-profiles
90366,Life expectancy at birth,Life expectancy at birth,2007,19,public_health
